circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,promoter_strength,promoter_type,promoter_leakiness,promoter_noise_sensitivity,promoter_copy_number_effect,rbs_efficiency,rbs_strength_class,rbs_temperature_sensitivity,reporter_signal_strength,reporter_gene_type,reporter_pH_sensitivity,reporter_maturation_time,terminator_efficiency,terminator_stability,terminator_type,env_pH_variation,env_temperature_variation,env_immune_signal_level,env_metabolic_flux_noise,env_ionic_strength,env_oxidative_stress,env_pH_actual,env_temperature_actual,env_total_stress,perf_signal_strength,perf_noise_level,perf_snr,perf_false_positive_rate,perf_sensitivity,perf_response_time,perf_steady_state_protein,perf_background_noise,sim_duration,sim_method,sim_random_seed,sim_transcription_rate,sim_translation_rate,sim_protein_degradation_rate,sim_mRNA_degradation_rate,robustness_score,performance_class,noise_tolerance
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.26460785189514957,0.3601414875305009,0.0670904012941305,0.03453115195011839,0.03798355589573335,0.029684801414024804,7.26460785189515,37.3601414875305,0.07831865186703445,6856.16255148784,89.43246309941277,76.66301825844332,0.5,-49014.16909871702,78.78787878787878,6856.21255148784,0.05,300.0,numerical_ode,10,4.541228900004016,0.8913905881327064,0.010987471053142616,0.050360141487530506,-1878787.0702686857,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,6844.306646117262,86.83130339536504,78.82303246046406,0.5,-47327.13004128739,78.78787878787878,6844.356646117262,0.05,300.0,numerical_ode,11,4.5465754243233585,0.8853000657100144,0.01117492572544742,0.04944941922771493,-1865233.9537525,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,7301.234395476023,94.74937312954697,77.05839262380492,0.5,-55689.75342796318,78.78787878787878,7301.284395476023,0.05,300.0,numerical_ode,12,4.859077617824194,0.8828245899781164,0.011026191786491018,0.049949359855496304,-2145681.4423874365,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,5426.2427212142875,60.45614299287332,89.75502657941549,0.5,-24640.855079006353,75.75757575757575,5426.292721214288,0.05,300.0,numerical_ode,13,4.0010967732562985,0.8610485214925698,0.01187199262646267,0.05078571773092158,-1105820.30127787,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,6738.060437058507,80.46274479298523,83.74136942996671,0.5,-42730.40096785477,78.78787878787878,6738.110437058507,0.05,300.0,numerical_ode,14,4.744752707995345,0.877947672613761,0.011468272291245769,0.05089991239982809,-1789151.1466698668,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,5189.65875259011,44.40091030400557,116.88180978852436,0.5,-16067.608673062485,72.72727272727272,5189.708752590111,0.05,300.0,numerical_ode,15,4.218481314005419,0.8407073555848333,0.013346305776807083,0.049404433726590646,-939005.5903406668,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,6829.979855639632,84.96888065860925,80.3821328785223,0.5,-46083.23502283376,78.78787878787878,6830.029855639632,0.05,300.0,numerical_ode,16,4.700275291847456,0.8795056526472146,0.011246670667582932,0.05065610353125126,-1852134.360538798,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,4522.138945061053,38.55988990775492,117.27572241204945,0.5,-11623.66113766632,72.72727272727272,4522.188945061053,0.05,300.0,numerical_ode,17,3.614165330843658,0.8443772011191865,0.013405019435404201,0.0486021878883775,-681586.6284963412,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,4075.398802686848,19.5595157725137,208.35888015253747,0.5,-3506.295522021154,63.63636363636363,4075.448802686848,0.05,300.0,numerical_ode,18,4.375637496385378,0.817135184152547,0.016197136052117932,0.053273848199816336,-365283.9042260922,high,low
pT7,RBS1,RFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.9,strong,0.3,0.9,fluorescent_protein,0.2,60,0.95,0.9,strong,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,5795.324261147893,48.47027669849957,119.56449717002113,0.5,-20065.295509549836,72.72727272727272,5795.374261147893,0.05,300.0,numerical_ode,19,4.591640340611382,0.8657884163458305,0.013487550522314718,0.04913136779224941,-1199548.4840836045,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.5292157037902991,0.7202829750610018,0.134180802588261,0.06906230390023678,0.0759671117914667,0.05936960282804961,7.5292157037903,37.720282975061004,0.1566373037340689,332.2028308998048,3.8950863930967414,85.28766691505677,0.5,1.0,75.75757575757575,332.21283089980477,0.01,300.0,numerical_ode,20,0.35885674057872996,0.5902430488799654,0.011974942106285231,0.050720282975061,42.64383345752839,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,405.7424940844362,5.147367838008265,78.82523784067378,0.5,1.0,78.78787878787878,405.7524940844362,0.01,300.0,numerical_ode,21,0.40395140662418294,0.5915041631285035,0.01117492572544742,0.04944941922771493,39.41261892033689,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,437.3939860863371,5.774546235076336,75.74516997188006,0.5,1.0,78.78787878787878,437.4039860863371,0.01,300.0,numerical_ode,22,0.4359327644111787,0.5886689798588964,0.011026191786491018,0.049949359855496304,37.87258498594003,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,316.60775813845663,3.5363470007400477,89.52960726766928,0.5,1.0,75.75757575757575,316.6177581384566,0.01,300.0,numerical_ode,23,0.34927599901694273,0.5758450026474085,0.01187199262646267,0.05078571773092158,44.76480363383464,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,405.31137561012775,4.884822529144673,82.97361330772796,0.5,1.0,75.75757575757575,405.32137561012775,0.01,300.0,numerical_ode,24,0.42670288943254364,0.5874167554792623,0.011468272291245769,0.05089991239982809,41.48680665386398,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,309.8239330502702,2.5677710860282676,120.65870463924193,0.5,1.0,72.72727272727272,309.8339330502702,0.01,300.0,numerical_ode,25,0.37708221876107856,0.5618115505298753,0.013346305776807083,0.049404433726590646,60.329352319620966,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,409.7813811705149,5.165632211709226,79.32840829078785,0.5,1.0,78.78787878787878,409.7913811705149,0.01,300.0,numerical_ode,26,0.4220262448520949,0.5878819747162886,0.011246670667582932,0.05065610353125126,39.664204145393924,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,258.8479458534694,2.149464325294052,120.42439728235934,0.43289286505881047,1.0,72.72727272727272,258.8579458534694,0.01,300.0,numerical_ode,27,0.3087309467465777,0.5660921694526547,0.013405019435404201,0.0486021878883775,68.29353491981838,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,247.27900061979432,1.0931739186138327,226.2027993984244,0.22163478372276657,1.0,63.63636363636363,247.2890006197943,0.01,300.0,numerical_ode,28,0.39290118252460887,0.552033531261525,0.016197136052117932,0.053273848199816336,176.06839087627026,high,low
pBAD,RBS4,YFP,T2,feedforward,genomic_integration,0.9,inducible,0.02,0.4,1.1,0.6,weak,0.1,0.85,fluorescent_protein,0.25,40,0.9,0.8,medium,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,348.7710309049332,2.9063869291009294,120.00158251909806,0.5,1.0,69.6969696969697,348.7810309049332,0.01,300.0,numerical_ode,29,0.4132361766950835,0.5792082556342066,0.013487550522314718,0.04913136779224941,60.00079125954903,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.882026172983832,1.2004716251016698,0.22363467098043502,0.11510383983372796,0.12661185298577785,0.09894933804674935,7.882026172983832,38.20047162510167,0.2610621728901149,3257.146319058429,27.756989427075585,117.34508627514344,0.5,-5205.340147496281,72.72727272727272,3257.1963190584293,0.05,300.0,numerical_ode,30,3.3807456965094977,0.6794056954023875,0.013291570177142054,0.051200471625101676,-305410.5443497095,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,5259.9995185252,66.90248177208215,78.62188934103419,0.5,-26937.6324051637,78.78787878787878,5260.0495185252,0.05,300.0,numerical_ode,31,4.48834896249092,0.6893274540455215,0.01117492572544742,0.04944941922771493,-1058943.7770341185,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,5662.760323844313,73.77368482162808,76.75853981722454,0.5,-32502.158290194096,78.78787878787878,5662.810323844313,0.05,300.0,numerical_ode,32,4.84369738234643,0.6867109121314016,0.011026191786491018,0.049949359855496304,-1247409.1056317992,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,4099.8142839370885,45.711464408683725,89.68897271114889,0.5,-13176.933469472924,75.75757575757575,4099.864283937089,0.05,300.0,numerical_ode,33,3.880844433521586,0.6707617876803209,0.01187199262646267,0.05078571773092158,-590912.8131800907,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,5247.534943691309,62.70612774731921,83.6845637293502,0.5,-24891.952239064412,78.78787878787878,5247.5849436913095,0.05,300.0,numerical_ode,34,4.741143215917151,0.6840838689349212,0.011468272291245769,0.05089991239982809,-1041536.0817489637,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.13236824606551242,-0.5955662734093576,0.3805882236006082,0.04225375750658284,-0.024185598710046496,0.2501230626675426,7.1323682460655125,36.40443372659064,0.14817925264853807,4014.6886898991397,34.577786926078545,116.10600465789972,0.5,-8880.494687539065,72.72727272727272,4014.73868989914,0.05,300.0,numerical_ode,35,4.189802430678651,0.6546651538698625,0.013346305776807083,0.049404433726590646,-515539.3787779322,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,-0.04676755102312749,0.6561035312512536,0.11914040688031009,0.02451490401924011,-0.030747246913192815,0.0756372587198131,6.953232448976872,37.656103531251254,0.060402953446801494,5306.139308010281,66.18309859327489,80.17363074247866,0.5,-26830.38131024337,78.78787878787878,5306.189308010281,0.05,300.0,numerical_ode,36,4.6891804983566105,0.6849611279473073,0.011246670667582932,0.05065610353125126,-1075544.5419236764,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.845262851900178,-1.3978121116224984,0.23375042667591547,0.06251492890105413,0.2025771524137035,0.21547208573831175,7.845262851900178,35.6021878883775,0.28322644279856873,3347.0620821361886,28.428813978318743,117.73484763341968,0.5,-5551.4146037014825,72.72727272727272,3347.1120821361887,0.05,300.0,numerical_ode,37,3.4303438527397527,0.6585893437270656,0.013405019435404201,0.0486021878883775,-326797.4762583675,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.045602358309909885,3.2738481998163316,0.08292485845217826,0.16209647652180262,0.15744339238887495,0.29552065216818807,7.04560235830991,40.27384819981633,0.17849542630376447,3183.3091803564243,15.437848194739233,206.2016117920633,0.5,-1557.9316871728213,63.63636363636363,3183.3591803564245,0.05,300.0,numerical_ode,38,4.365568694717877,0.6397943537396579,0.016197136052117932,0.053273848199816336,-160624.01247848215,high,low
pT7,RBS2,YFP,T1,simple,high_copy_plasmid,1.0,synthetic,0.01,0.6,1.3,0.7,medium,0.2,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.0005542773561054866,-0.8686322077505965,0.11472238690812266,0.10843167501362408,-0.02854529888452372,0.13189170220422372,7.000554277356105,36.13136779224941,0.07850142685694322,4515.371027263032,37.923257961505655,119.06601041098317,0.5,-11347.5482987557,72.72727272727272,4515.421027263033,0.05,300.0,numerical_ode,39,4.591513074389815,0.6745669776988878,0.013487550522314718,0.04913136779224941,-675553.6519393903,high,low
pLac,RBS5,YFP,T1,simple,high_copy_plasmid,0.6,inducible,0.08,0.2,1.0,0.8,medium_strong,0.25,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.882026172983832,1.2004716251016698,0.22363467098043502,0.11510383983372796,0.12661185298577785,0.09894933804674935,7.882026172983832,38.20047162510167,0.2610621728901149,2229.9129311448814,19.172973904383202,116.30501049370818,0.5,-1840.943981379479,69.6969696969697,2230.3129311448815,0.4,300.0,numerical_ode,40,2.0284474179056984,0.7755270317628912,0.013291570177142054,0.051200471625101676,-107055.50453633461,high,low
pLac,RBS5,YFP,T1,simple,high_copy_plasmid,0.6,inducible,0.08,0.2,1.0,0.8,medium_strong,0.25,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,7.243651804549486,36.449419227714934,0.0832008160856355,3605.8549306555165,45.91867438346796,78.52698230229677,0.5,-11656.577621541415,78.78787878787878,3606.2549306555165,0.4,300.0,numerical_ode,41,2.6930093774945525,0.7873680981828443,0.01117492572544742,0.04944941922771493,-457677.9322960657,high,low
pLac,RBS5,YFP,T1,simple,high_copy_plasmid,0.6,inducible,0.08,0.2,1.0,0.8,medium_strong,0.25,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,-0.06251367711082059,-0.05064014450369652,0.00483124310561056,0.013738277532237173,-0.04503020621257563,0.07514262358462735,6.937486322889179,36.949359855496304,0.03438667366604017,3881.605319646249,50.63854161332927,76.65318146967563,0.5,-14196.850137806792,78.78787878787878,3882.005319646249,0.4,300.0,numerical_ode,42,2.9062184294078577,0.7847727199383765,0.011026191786491018,0.049949359855496304,-544116.8649555468,high,low
pLac,RBS5,YFP,T1,simple,high_copy_plasmid,0.6,inducible,0.08,0.2,1.0,0.8,medium_strong,0.25,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.5365885420290956,0.7857177309215809,0.3091949793594266,0.016104065123986835,-0.02760252723976102,0.1549911323982932,7.5365885420290954,37.78571773092158,0.1871755032071202,2809.458292864702,31.651933590964255,88.76103208009775,0.5,-5474.71839453213,75.75757575757575,2809.858292864702,0.4,300.0,numerical_ode,43,2.3285066601129514,0.7659806818775161,0.01187199262646267,0.05078571773092158,-242970.82752328384,high,low
pLac,RBS5,YFP,T1,simple,high_copy_plasmid,0.6,inducible,0.08,0.2,1.0,0.8,medium_strong,0.25,0.85,fluorescent_protein,0.25,40,0.95,0.9,strong,0.015168512142881865,0.8999123998280921,0.05844278790776679,0.03499997794331016,0.08709753638870318,0.07682727323795661,7.015168512142882,37.89991239982809,0.06042122126723797,3594.282799798795,43.09838405497074,83.39715928129444,0.5,-10706.845725892445,78.78787878787878,3594.6827997987953,0.4,300.0,numerical_ode,44,2.8446859295502906,0.7811040335689282,0.011468272291245769,0.05089991239982809,-446460.25920124934,high,low
