circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,circuit_activator,circuit_repressor,circuit_insulator,circuit_operator,circuit_n_secondary_genes,circuit_secondary_genes,promoter_strength,promoter_noise_sensitivity,promoter_leakiness,promoter_type,promoter_copy_number_effect,promoter_hill_coefficient,promoter_binding_sites,promoter_activation_threshold,promoter_saturation_level,rbs_efficiency,rbs_temperature_sensitivity,rbs_strength_class,rbs_secondary_structure,reporter_signal_strength,reporter_pH_sensitivity,reporter_maturation_time,reporter_gene_type,reporter_temperature_sensitivity,reporter_photobleaching_rate,reporter_quantum_yield,reporter_excitation_wavelength,reporter_emission_wavelength,terminator_efficiency,terminator_stability,terminator_type,terminator_read_through,copy_multiplier,copy_noise_factor,arch_complexity,arch_regulatory_elements,arch_genes,reg_hill_coefficient,reg_binding_affinity,reg_activation_strength,reg_repression_strength,reg_leakage_rate,env_pH_variation,env_temperature_variation,env_immune_signal_level,env_metabolic_flux_noise,env_ionic_strength,env_oxidative_stress,env_transcriptional_bursting,env_translational_variability,env_metabolic_load,env_resource_competition,env_noise_autocorrelation,env_noise_frequency,env_noise_amplitude_modulation,env_intrinsic_noise_level,env_extrinsic_noise_level,env_pH_actual,env_temperature_actual,env_total_stress,env_static_stress,env_dynamic_stress,perf_signal_strength,perf_noise_level,perf_snr,perf_false_positive_rate,perf_sensitivity,perf_response_time,perf_steady_state_protein,perf_background_noise,perf_specificity,perf_precision,perf_recall,perf_f1_score,perf_dynamic_range,perf_response_delay,perf_settling_time,perf_overshoot,perf_noise_power_spectral_density,perf_noise_autocorrelation_time,perf_coefficient_of_variation,perf_signal_mean,perf_signal_std,perf_signal_skewness,perf_signal_kurtosis,perf_confidence_interval_width,sim_simulation_duration,sim_simulation_method,sim_random_seed,sim_transcription_rate,sim_translation_rate,sim_protein_degradation_rate,sim_mRNA_degradation_rate,sim_circuit_complexity,sim_regulatory_interactions,sim_simulation_timesteps,sim_noise_model,sim_stochastic_method,robustness_score,performance_class,noise_tolerance,response_class,dynamic_range_class,multi_objective_score,target_biomarker,target_biomarker_type,target_biomarker_unit,target_biomarker_threshold,target_biomarker_binding_affinity,target_biomarker_molecular_weight,target_biomarker_diffusion_coefficient,target_biomarker_stability_half_life,env_target_biomarker_concentration,circuit_logic_type,circuit_topology,detection_biomarker_present,detection_circuit_detected,detection_true_positive,detection_true_negative,detection_false_positive,detection_false_negative,detection_signal_threshold,detection_accuracy,detection_balanced_accuracy,detection_matthews_correlation,biomarker_binding_fraction,concentration_ratio,conc_category
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,16.744825596030584,0.091090453451293,183.82635020018,1.0,0.0,80.78078078078079,17.720590635951627,0.9757650399210418,0.0,0.0,0.0,0.0,17876.56793123302,80.78078078078079,227.92792792792793,0.008802037047509481,0.007298405178195385,454.0,0.4574378782037856,12.054447447270746,5.51416086319857,-0.8273517162666145,-0.6181220931934766,0.34177123116044544,300.0,enhanced_biomarker_detection,70003,167.44825596030583,83.72412798015291,0.010783372659174447,0.050048634275230146,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4678139354603849,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,0.0,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.2490364002749208,0.0,0.0,0.0,0.0,0.0,
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.5292157037902991,0.7202829750610018,0.134180802588261,0.06906230390023678,0.0759671117914667,0.05936960282804961,0.016408985241420086,0.004852415385678172,0.1273043258885121,0.24078593384252187,0.0,0.0,0.0,0.03713576751677811,0.13648823791921363,7.5292157037903,37.720282975061004,0.13291754827625454,0.1566373037340689,0.09382927763235399,13.519977595822198,0.07011997136521055,192.81208096057532,1.0,0.0,78.37837837837839,14.355385226520845,0.8354076306986471,0.0,0.0,0.0,0.0,14466.023386226112,78.37837837837839,227.02702702702703,0.007707083993877719,0.0009776920667493715,343.0,0.4501173700828106,9.86697695395285,4.441297717180959,-0.8653249905359676,-0.548316078657682,0.2752744844426841,300.0,enhanced_biomarker_detection,70100,135.19977595822198,67.59988797911099,0.011381246078004736,0.050720282975061,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.46833822982752726,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,2.1275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.0457675447942787,0.0,0.0,0.0,7.307312955523416e-06,0.1,Very Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,0.019869590170505724,0.0960893482410644,0.15361991926553367,0.006665964998317858,0.0,0.0,0.0,0.0011951363436781726,0.008375637837738733,7.243651804549486,36.449419227714934,0.07754497191892346,0.0832008160856355,0.04763593280947309,17.653458201130263,0.10664201303021667,165.53943140709669,1.0,0.0,81.98198198198199,18.662687362496037,1.009229161365773,0.0,0.0,0.0,0.0,18835.482283206275,81.98198198198199,230.93093093093094,0.009258844525118165,0.0015260773061521527,320.0,0.46049232849151117,12.629226105322617,5.815661736285791,-0.8094654748947899,-0.6489243325771876,0.36045844887995104,300.0,enhanced_biomarker_detection,70101,176.53458201130263,88.26729100565132,0.010652007244741895,0.04944941922771493,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.47496166080556806,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,2.1275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.3291552004564229,0.0,0.0,0.0,7.307312955523416e-06,0.1,Very Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,15.110268775119277,0.07467825683863859,202.33826303376182,1.0,0.0,79.27927927927928,16.04395269204611,0.9336839169268323,0.0,0.0,0.0,0.0,16185.980585346353,79.27927927927928,211.11111111111111,0.008852425335974485,0.01053222774919913,574.0,0.4535743043109539,11.13236503852944,5.049354727686576,-0.8618968415402,-0.600227824925466,0.31296224841112547,300.0,enhanced_biomarker_detection,70102,151.10268775119278,75.55134387559639,0.01124149585517708,0.04523935491857234,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.43575417124685467,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,2.1275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.157718687442748,0.0,0.0,0.0,7.307312955523416e-06,0.1,Very Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,16.927461304952548,0.14589527196881283,116.02474210796242,1.0,0.0,80.78078078078079,17.899724520884924,0.9722632159323754,0.0,0.0,0.0,0.0,18149.299055371364,80.78078078078079,232.73273273273273,0.01394292600398653,0.006316748840535115,472.0,0.4576294117616827,12.136230933629028,5.5538962231605895,-0.8251317328333663,-0.6134671137137899,0.34423405428652765,300.0,enhanced_biomarker_detection,70103,169.27461304952547,84.63730652476274,0.010783372659174447,0.050048634275230146,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4678139354603849,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,2.1275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.409949031838814,0.0,0.0,0.0,7.307312955523416e-06,0.1,Very Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.26460785189514957,0.3601414875305009,0.0670904012941305,0.03453115195011839,0.03798355589573335,0.029684801414024804,0.008204492620710043,0.002426207692839086,0.06365216294425605,0.12039296692126093,0.0,0.0,0.0,0.018567883758389057,0.06824411895960682,7.26460785189515,37.3601414875305,0.06645877413812727,0.07831865186703445,0.046914638816176996,17.62342770707941,0.11285810832933432,156.15561848380452,1.0,0.0,80.78078078078079,18.658554357654147,1.0351266505747352,0.0,0.0,0.0,0.0,18842.321361685128,80.78078078078079,231.23123123123125,0.009848941161703553,7.885048210523723e-05,586.0,0.4568396096364193,12.674412029253636,5.790173443815368,-0.8265896962687886,-0.6153255618582469,0.3588786681456,300.0,enhanced_biomarker_detection,70200,176.23427707079412,88.11713853539706,0.010690623039002367,0.050360141487530506,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.47716873034768237,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,10.6375,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.373700975562738,0.0,0.0,0.0,0.006607448343103626,0.5,Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,0.019869590170505724,0.0960893482410644,0.15361991926553367,0.006665964998317858,0.0,0.0,0.0,0.0011951363436781726,0.008375637837738733,7.243651804549486,36.449419227714934,0.07754497191892346,0.0832008160856355,0.04763593280947309,18.747142031491315,0.12341692738173994,151.90089746364106,1.0,0.0,81.98198198198199,19.82258654887227,1.075444517380955,0.0,0.0,0.0,0.0,20019.660359697038,81.98198198198199,231.83183183183183,0.00994188171855809,0.00044261706537321565,323.0,0.46041612063959797,13.382170421163188,6.16136699104993,-0.803659921157989,-0.649764189442422,0.3818854825611628,300.0,enhanced_biomarker_detection,70201,187.47142031491313,93.73571015745657,0.010652007244741895,0.04944941922771493,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.47496166080556806,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,10.6375,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.445695299526175,0.0,0.0,0.0,0.006607448343103626,0.5,Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,16.088991306785477,0.06512388814197476,247.05206899978575,1.0,0.0,78.97897897897899,17.146432754890192,1.0574414481047147,0.0,0.0,0.0,0.0,17243.756788160852,78.97897897897899,231.53153153153153,0.00567605137826132,0.019553379969157982,436.0,0.4494071885758431,11.712602692332842,5.263727846867154,-0.8370540536937028,-0.5711893591477595,0.3262492319953424,300.0,enhanced_biomarker_detection,70202,160.88991306785476,80.44495653392738,0.01124149585517708,0.04523935491857234,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.4358980530304703,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,10.6375,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.252813112530639,0.0,0.0,0.0,0.006607448343103626,0.5,Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,17.816508593861435,0.10493664560134149,169.78347737116607,1.0,0.0,81.68168168168168,18.892497704176172,1.0759891103147363,0.0,0.0,0.0,0.0,19105.31711585401,81.68168168168168,228.82882882882882,0.011264757842516215,0.0028239493668526833,486.0,0.457674687635235,12.834883978548525,5.8742015157166785,-0.8126607317815261,-0.6421530964517435,0.3640867819997705,300.0,enhanced_biomarker_detection,70203,178.16508593861437,89.08254296930718,0.010783372659174447,0.050048634275230146,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.467404330168454,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,10.6375,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,1.3907990471187608,0.0,0.0,0.0,0.006607448343103626,0.5,Low
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.0882026172983832,0.120047162510167,0.022363467098043502,0.011510383983372799,0.012661185298577786,0.009894933804674936,0.0027348308735700142,0.0008087358976130289,0.021217387648085353,0.04013098897375365,0.0,0.0,0.0,0.006189294586129687,0.022748039653202275,7.088202617298383,37.12004716251017,0.022152924712709098,0.026106217289011486,0.015638212938725665,38.70892479605211,0.26203413869465375,147.72473918430646,1.0,0.0,82.28228228228228,40.942567066444866,2.233642270392754,0.0,0.0,0.0,0.0,41368.92156463432,82.28228228228228,233.63363363363365,0.010413477432852022,0.0055747821892061875,374.0,0.4603613910470791,27.60537012902464,12.708446592967269,-0.800405590053768,-0.653070357667362,0.7876776804251137,300.0,enhanced_biomarker_detection,70300,387.0892479605211,193.54462398026055,0.010230207679667456,0.05012004716251017,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4831369153076922,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,21.275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,3.0197446864767152,0.0,0.0,0.0,0.1112112728063819,1.0,At Threshold
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.24365180454948623,-0.5505807722850677,0.08509238033416218,0.032600362237094706,-0.03051042409401062,0.05229184807055244,0.019869590170505724,0.0960893482410644,0.15361991926553367,0.006665964998317858,0.0,0.0,0.0,0.0011951363436781726,0.008375637837738733,7.243651804549486,36.449419227714934,0.07754497191892346,0.0832008160856355,0.04763593280947309,35.947541860052574,0.23399006206477846,153.6284983338342,1.0,0.0,81.38138138138139,38.05013678428932,2.1025949242367483,0.0,0.0,0.0,0.0,38466.55208501678,81.38138138138139,231.83183183183183,0.01094385818080405,0.007980572182527314,554.0,0.45772727058050483,25.738951839775233,11.781420173223381,-0.8154443919690123,-0.6232726774835848,0.730219987649291,300.0,enhanced_biomarker_detection,70301,359.47541860052576,179.73770930026288,0.010652007244741895,0.04944941922771493,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4752317228468478,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,21.275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,2.8045651104310836,0.0,0.0,0.0,0.1112112728063819,1.0,At Threshold
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,-0.9768982049641013,-4.76064508142766,0.15392287335634425,0.06207479275885406,0.05514540445464244,0.5992948370230589,0.5771938329284025,0.19769473495277112,0.23445245854530491,0.13970754247738118,0.12074098546231307,0.049239541192780345,0.3198649911514837,0.010151338720060705,0.020400447536666647,6.023101795035899,32.23935491857234,0.3472449189603627,0.3872334367832944,0.19660005919343118,31.968086183154792,0.3900008219956512,81.96927898657418,1.0,0.0,84.38438438438439,33.67793122630108,1.7098450431462828,0.0,0.0,0.0,0.0,34285.984501398765,84.38438438438439,241.74174174174175,0.01805494734851243,0.06181852931602182,505.0,0.4647351384898442,22.39558642226497,10.408015957512585,-0.7896238057574737,-0.6690313261131595,0.6450955124427138,300.0,enhanced_biomarker_detection,70302,319.68086183154793,159.84043091577396,0.01124149585517708,0.04523935491857234,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,medium,medium,very_high,0.4334648635794331,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,21.275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,2.8798475091332367,0.0,0.0,0.0,0.1112112728063819,1.0,At Threshold
pBAD,RBS3,YFP,T2,AND_gate,very_low_copy,PhoB,none,none,none,0,none,0.9,0.4,0.02,inducible,1.1,1.5,1,0.05,0.95,1.0,0.4,very_strong,none,0.85,0.25,40,fluorescent_protein,0.22,0.018,0.65,514,527,0.9,0.8,medium,0.1,0.2,0.8,4,2,1,4.233589392465845,0.3741523922560336,0.5976721140063839,1.1842330265121568,0.04457509688022053,0.29416616108726495,0.04863427523014299,0.12040906522468352,0.039168632958722374,0.05287908253245179,0.33361521026269203,0.0600141668918399,0.1663531003951191,0.16190079535414023,0.05487109163784457,0.6665182580944838,0.059571811231711805,0.21636189556517774,0.015058477350339706,0.04418784295148429,7.294166161087265,37.04863427523014,0.1288240733867773,0.14085026326480482,0.08373091243012798,34.3847453315947,0.16985708639183839,202.43338716097796,1.0,0.0,81.08108108108108,36.36669272150422,1.9819473899095241,0.0,0.0,0.0,0.0,36634.80791757276,81.08108108108108,231.83183183183183,0.007372548230375695,0.012001802452559164,540.0,0.4590847895560201,24.59268053141518,11.290125566383171,-0.8170338189211673,-0.6294372575210105,0.6997692324377597,300.0,enhanced_biomarker_detection,70303,343.847453315947,171.9237266579735,0.010783372659174447,0.050048634275230146,4,2,1000,biomarker_responsive_stochastic,enhanced_biomarker_detection,0.0,excellent,low,medium,very_high,0.4676763889919834,p53,protein,ng/mL,21.275,34.7601,53000,1.8e-11,60,21.275,AND_gate,"{""nodes"": [{""id"": ""main_gene"", ""promoter"": ""pBAD"", ""rbs"": ""RBS3"", ""cds"": ""YFP"", ""terminator"": ""T2""}, {""id"": ""activator"", ""type"": ""PhoB""}], ""edges"": [{""from"": ""activator"", ""to"": ""main_gene"", ""type"": ""activation""}]}",False,True,0.0,0.0,1.0,0.0,2.491518649085039,0.0,0.0,0.0,0.1112112728063819,1.0,At Threshold
