circuit_promoter,circuit_rbs,circuit_coding_sequence,circuit_terminator,circuit_architecture,circuit_copy_number,detection_accuracy,perf_snr,perf_sensitivity,perf_specificity,perf_response_time,env_total_stress
pBAD,RBS6,LacZ,T6,autoregulation,very_high_copy,0.3333333333333333,185.4469439972155,0.3333333333333333,0.0,80.8058058058058,0.1633255313683136
pBAD,RBS7,LacZ,T6,toggle_switch,medium_copy_plasmid,0.3333333333333333,178.5844664177785,0.3333333333333333,0.0,79.62962962962963,0.20148916253412189
pBAD,RBS7,RFP,T4,with_repressor,very_low_copy,0.3333333333333333,174.69888924823601,0.3333333333333333,0.0,80.26776776776778,0.1685129444861154
pBAD,RBS7,RFP,T6,AND_gate,medium_copy_plasmid,0.3333333333333333,174.57369046840316,0.3333333333333333,0.0,80.71821821821823,0.17064674311753422
pBAD,RBS7,Venus,T5,toggle_switch,very_low_copy,0.3333333333333333,180.58859000786956,0.3333333333333333,0.0,79.91741741741741,0.17672464508525942
pBAD,RBS8,CFP,T6,NAND_gate,genomic_integration,0.3333333333333333,217.28866932420567,0.3333333333333333,0.0,80.16766766766767,0.18270934049193402
pBAD,RBS8,CFP,T6,simple,low_copy_plasmid,0.3333333333333333,214.34956039004376,0.3333333333333333,0.0,79.491991991992,0.19445445255339203
pBAD,RBS8,GFP,T6,toggle_switch,low_copy_plasmid,0.3333333333333333,274.26106522435975,0.3333333333333333,0.0,79.42942942942943,0.20266737295607173
pBAD,RBS8,mCherry,T6,with_repressor,high_copy_plasmid,0.3333333333333333,164.89289794944222,0.3333333333333333,0.0,79.46696696696696,0.1981466066721769
pLac,RBS1,YFP,T6,autoregulation,medium_copy_plasmid,0.3333333333333333,283.6475250003369,0.3333333333333333,0.0,79.11661661661661,0.1882475716701113
pLac,RBS2,CFP,T6,toggle_switch,very_low_copy,0.3333333333333333,245.3387048869088,0.3333333333333333,0.0,80.10510510510511,0.18439667489485556
pLac,RBS2,GFP,T2,OR_gate,very_high_copy,0.3333333333333333,185.1897542563751,0.3333333333333333,0.0,79.22922922922923,0.18410895332282914
pLac,RBS2,Venus,T3,cascade,very_low_copy,0.3333333333333333,221.02549220982908,0.3333333333333333,0.0,79.36686686686687,0.18172198567035314
pLac,RBS2,mCherry,T5,with_activator,very_low_copy,0.3333333333333333,187.5372802197053,0.3333333333333333,0.0,80.41791791791792,0.17312813713459643
pLac,RBS3,BFP,T1,NAND_gate,very_high_copy,0.3333333333333333,212.95304232402304,0.3333333333333333,0.0,80.08008008008008,0.18255059783546312
pLac,RBS3,CFP,T2,AND_gate,low_copy_plasmid,0.3333333333333333,189.82272022195255,0.3333333333333333,0.0,79.30430430430431,0.188756695651083
pLac,RBS3,LacZ,T5,with_activator,medium_copy_plasmid,0.3333333333333333,214.16181234149326,0.3333333333333333,0.0,79.42942942942943,0.168768116378369
pLac,RBS4,mCherry,T5,OR_gate,chromosomal_multi_copy,0.3333333333333333,181.9259163225654,0.3333333333333333,0.0,78.36586586586587,0.20368483785035418
pLac,RBS5,BFP,T2,cascade,chromosomal_multi_copy,0.3333333333333333,193.94984041680047,0.3333333333333333,0.0,79.61711711711712,0.20101136842938738
pLac,RBS5,CFP,T3,cascade,genomic_integration,0.3333333333333333,202.88395171569923,0.3333333333333333,0.0,79.65465465465466,0.20387613018659786
pLac,RBS5,Venus,T3,simple,medium_copy_plasmid,0.3333333333333333,180.67847288862416,0.3333333333333333,0.0,79.6921921921922,0.17682029125338128
pLac,RBS5,Venus,T5,OR_gate,very_low_copy,0.3333333333333333,164.47764078267122,0.3333333333333333,0.0,80.33033033033034,0.168768116378369
pLac,RBS5,mCherry,T1,toggle_switch,chromosomal_multi_copy,0.3333333333333333,165.6750471277503,0.3333333333333333,0.0,79.44194194194195,0.17513373991812065
pLac,RBS5,mCherry,T5,OR_gate,chromosomal_multi_copy,0.3333333333333333,169.02219111262286,0.3333333333333333,0.0,80.18018018018019,0.18178630196223786
pLac,RBS6,RFP,T5,NAND_gate,genomic_integration,0.20833333333333334,70.34764797117033,0.125,0.08333333333333333,44.331831831831835,0.18990235639326006
pLac,RBS7,GFP,T4,cascade,very_high_copy,0.3333333333333333,246.23985745680775,0.3333333333333333,0.0,79.71721721721723,0.18191205820306122
pLac,RBS7,YFP,T5,NAND_gate,low_copy_plasmid,0.16666666666666666,110.95688364676812,0.16666666666666666,0.0,59.22172172172173,0.16784507784867278
pLac,RBS8,CFP,T5,OR_gate,very_low_copy,0.3333333333333333,216.8416274370077,0.3333333333333333,0.0,79.96746746746747,0.17118641390708214
pLac,RBS8,GFP,T2,cascade,high_copy_plasmid,0.3333333333333333,219.4844355896022,0.3333333333333333,0.0,79.25425425425426,0.19537871088662387
pLac,RBS8,LacZ,T3,autoregulation,very_high_copy,0.3333333333333333,212.45061765920389,0.3333333333333333,0.0,79.8923923923924,0.1739555294961708
pLac,RBS8,YFP,T4,with_activator,very_low_copy,0.3333333333333333,176.99662488647448,0.3333333333333333,0.0,78.96646646646647,0.18872414597131018
pLux,RBS1,CFP,T3,OR_gate,high_copy_plasmid,0.3333333333333333,203.5864425546703,0.3333333333333333,0.0,79.37937937937939,0.18754793842055684
pLux,RBS1,GFP,T5,AND_gate,chromosomal_multi_copy,0.3333333333333333,211.17229368839205,0.3333333333333333,0.0,79.82982982982983,0.18159500962599415
pLux,RBS2,BFP,T2,AND_gate,low_copy_plasmid,0.3333333333333333,184.89988991549646,0.3333333333333333,0.0,79.65465465465466,0.17624807078406057
pLux,RBS2,GFP,T4,cascade,very_low_copy,0.3333333333333333,169.01105204474146,0.3333333333333333,0.0,80.88088088088088,0.16978680107618707
pLux,RBS2,LacZ,T1,OR_gate,very_high_copy,0.3333333333333333,238.63298045493718,0.3333333333333333,0.0,79.32932932932933,0.1987819236298467
pLux,RBS2,YFP,T3,simple,chromosomal_multi_copy,0.3333333333333333,207.80729831173744,0.3333333333333333,0.0,79.84234234234235,0.1769147176179675
pLux,RBS3,BFP,T1,simple,medium_copy_plasmid,0.3333333333333333,213.33176439962608,0.3333333333333333,0.0,79.9924924924925,0.17885844371667828
pLux,RBS3,BFP,T2,toggle_switch,genomic_integration,0.3333333333333333,194.6122234133018,0.3333333333333333,0.0,79.10410410410411,0.20639085695109374
pLux,RBS3,GFP,T3,AND_gate,medium_copy_plasmid,0.3333333333333333,165.2412042223266,0.3333333333333333,0.0,80.41791791791792,0.17312813713459643
pLux,RBS3,mCherry,T2,AND_gate,medium_copy_plasmid,0.3333333333333333,192.01007491510015,0.3333333333333333,0.0,79.66716716716716,0.1786651485092381
pLux,RBS4,Venus,T4,NAND_gate,medium_copy_plasmid,0.3333333333333333,176.10065892051432,0.3333333333333333,0.0,79.87987987987988,0.18172320547388876
pLux,RBS4,YFP,T5,with_repressor,very_high_copy,0.3333333333333333,176.81186693639836,0.3333333333333333,0.0,79.6921921921922,0.20658214928733742
pLux,RBS5,BFP,T4,with_repressor,very_high_copy,0.3333333333333333,153.21207819768068,0.3333333333333333,0.0,79.94244244244244,0.18395143046989385
pLux,RBS5,RFP,T3,simple,genomic_integration,0.3333333333333333,212.53313975213698,0.3333333333333333,0.0,79.87987987987988,0.17984457873472356
pLux,RBS5,YFP,T1,AND_gate,genomic_integration,0.3333333333333333,177.82835957369025,0.3333333333333333,0.0,78.31581581581581,0.22816363659838668
pLux,RBS6,BFP,T2,simple,high_copy_plasmid,0.3333333333333333,179.82851000522123,0.3333333333333333,0.0,78.81631631631632,0.20696429722395007
pLux,RBS6,CFP,T4,AND_gate,high_copy_plasmid,0.3333333333333333,215.37445395841874,0.3333333333333333,0.0,79.05405405405405,0.18506454153229812
pLux,RBS6,GFP,T4,toggle_switch,genomic_integration,0.3333333333333333,173.07619598917856,0.3333333333333333,0.0,79.56706706706707,0.19168533696430343
pLux,RBS6,RFP,T5,simple,low_copy_plasmid,0.3333333333333333,182.21206914856097,0.3333333333333333,0.0,79.8923923923924,0.16898951878731425
pLux,RBS7,LacZ,T3,AND_gate,very_low_copy,0.3333333333333333,177.78548314809484,0.3333333333333333,0.0,79.50450450450451,0.18691061859169056
pLux,RBS7,Venus,T3,feedforward,medium_copy_plasmid,0.3333333333333333,234.9256206659601,0.3333333333333333,0.0,79.65465465465466,0.18137238741351328
pLux,RBS7,mCherry,T6,AND_gate,very_low_copy,0.3333333333333333,193.59302612520125,0.3333333333333333,0.0,78.99149149149149,0.19824225284029873
pLux,RBS8,GFP,T1,cascade,low_copy_plasmid,0.3333333333333333,239.92725436759108,0.3333333333333333,0.0,80.2927927927928,0.1667612937913092
pLux,RBS8,mCherry,T1,OR_gate,medium_copy_plasmid,0.3333333333333333,240.38287782738007,0.3333333333333333,0.0,79.64214214214215,0.1797489325666017
pPhoA,RBS1,RFP,T1,autoregulation,low_copy_plasmid,0.3333333333333333,178.4601435816055,0.3333333333333333,0.0,79.72972972972973,0.18550978595725987
pPhoA,RBS2,BFP,T6,simple,very_low_copy,0.3333333333333333,186.11551561799445,0.3333333333333333,0.0,79.50450450450451,0.18633839812236982
pPhoA,RBS2,CFP,T2,with_repressor,very_high_copy,0.3333333333333333,170.55338513790178,0.3333333333333333,0.0,80.36786786786787,0.18818447518176226
pPhoA,RBS2,LacZ,T4,toggle_switch,low_copy_plasmid,0.3333333333333333,183.439930401355,0.3333333333333333,0.0,79.54204204204204,0.17334953954354168
pPhoA,RBS3,YFP,T2,NAND_gate,very_high_copy,0.375,81.3136703232243,0.08333333333333333,0.2916666666666667,33.74624624624625,0.18458674742756365
pPhoA,RBS3,YFP,T2,autoregulation,very_high_copy,0.3333333333333333,173.05553141012933,0.3333333333333333,0.0,79.62962962962963,0.1873245331404151
pPhoA,RBS3,mCherry,T6,with_repressor,high_copy_plasmid,0.3333333333333333,176.32982113559558,0.3333333333333333,0.0,80.14264264264264,0.17246027049715384
pPhoA,RBS4,RFP,T5,OR_gate,genomic_integration,0.3333333333333333,183.7210223886334,0.3333333333333333,0.0,79.12912912912913,0.17857072214465186
pPhoA,RBS4,Venus,T5,with_repressor,medium_copy_plasmid,0.3333333333333333,206.4720636494428,0.3333333333333333,0.0,80.04254254254255,0.17799850167533113
pPhoA,RBS5,GFP,T1,cascade,very_low_copy,0.3333333333333333,248.28968257612976,0.3333333333333333,0.0,79.02902902902903,0.19919784104976776
pPhoA,RBS5,LacZ,T2,with_repressor,medium_copy_plasmid,0.3333333333333333,185.47434572021123,0.3333333333333333,0.0,80.59309309309309,0.1707098396058833
pPhoA,RBS5,Venus,T6,autoregulation,chromosomal_multi_copy,0.3333333333333333,188.97632134709667,0.3333333333333333,0.0,80.13013013013013,0.181690655794116
pPhoA,RBS6,CFP,T1,simple,chromosomal_multi_copy,0.3333333333333333,213.91655832285502,0.3333333333333333,0.0,79.491991991992,0.18159500962599415
pPhoA,RBS6,GFP,T1,feedforward,low_copy_plasmid,0.3333333333333333,222.30712716540395,0.3333333333333333,0.0,78.82882882882883,0.20008711009615554
pPhoA,RBS6,GFP,T4,feedforward,high_copy_plasmid,0.3333333333333333,192.47435530508997,0.3333333333333333,0.0,79.45445445445445,0.18133983773374052
pPhoA,RBS6,Venus,T5,autoregulation,low_copy_plasmid,0.3333333333333333,165.3419687533595,0.3333333333333333,0.0,80.30530530530531,0.17338330902685006
pPhoA,RBS6,mCherry,T6,AND_gate,genomic_integration,0.3333333333333333,185.51739572311132,0.3333333333333333,0.0,80.28028028028028,0.17615242461593872
pPhoA,RBS6,mCherry,T6,with_activator,genomic_integration,0.3333333333333333,195.06309350924417,0.3333333333333333,0.0,79.39189189189189,0.19260959529753527
pPhoA,RBS7,LacZ,T2,simple,high_copy_plasmid,0.3333333333333333,153.56028863370258,0.3333333333333333,0.0,80.06756756756756,0.1915909105997172
pPhoA,RBS7,RFP,T4,with_activator,genomic_integration,0.3333333333333333,179.1010881951602,0.3333333333333333,0.0,80.30530530530531,0.17163287813557948
pPhoA,RBS7,Venus,T5,with_repressor,genomic_integration,0.3333333333333333,181.23600563282483,0.3333333333333333,0.0,79.6921921921922,0.18907496403168567
pPhoA,RBS8,RFP,T4,with_repressor,low_copy_plasmid,0.3333333333333333,189.35992756057328,0.3333333333333333,0.0,79.8048048048048,0.17430634755654628
pPhoA,RBS8,Venus,T3,toggle_switch,very_low_copy,0.3333333333333333,203.95163209673672,0.3333333333333333,0.0,78.81631631631632,0.19795453126827234
pRha,RBS1,RFP,T1,with_repressor,low_copy_plasmid,0.3333333333333333,170.7530523050176,0.3333333333333333,0.0,79.21671671671672,0.202824895809007
pRha,RBS1,mCherry,T3,toggle_switch,high_copy_plasmid,0.3333333333333333,186.88678674695507,0.3333333333333333,0.0,79.76726726726727,0.17440199372466814
pRha,RBS2,GFP,T1,with_activator,very_high_copy,0.3333333333333333,248.619537880047,0.3333333333333333,0.0,79.62962962962963,0.1880888290136404
pRha,RBS2,RFP,T1,cascade,medium_copy_plasmid,0.3333333333333333,209.06917100647635,0.3333333333333333,0.0,79.70470470470471,0.18353673285350838
pRha,RBS2,RFP,T4,with_repressor,genomic_integration,0.3333333333333333,213.84178908573926,0.3333333333333333,0.0,79.40440440440442,0.20174433442637552
pRha,RBS2,mCherry,T3,simple,very_low_copy,0.3333333333333333,166.95220862777217,0.3333333333333333,0.0,80.30530530530531,0.17707546314563494
pRha,RBS3,BFP,T1,OR_gate,high_copy_plasmid,0.3333333333333333,192.6900348884474,0.3333333333333333,0.0,78.14064064064064,0.21657683045752485
pRha,RBS3,CFP,T5,AND_gate,high_copy_plasmid,0.3333333333333333,214.24738928148633,0.3333333333333333,0.0,79.50450450450451,0.1836624890943318
pRha,RBS3,GFP,T4,cascade,low_copy_plasmid,0.3333333333333333,188.42601757285237,0.3333333333333333,0.0,80.21771771771772,0.16482079036733052
pRha,RBS3,Venus,T4,with_activator,high_copy_plasmid,0.3333333333333333,215.0278847264295,0.3333333333333333,0.0,79.42942942942943,0.19474017125422197
pRha,RBS3,Venus,T5,with_activator,high_copy_plasmid,0.3333333333333333,188.73658420700602,0.3333333333333333,0.0,79.41691691691692,0.1935314140236958
pRha,RBS3,YFP,T3,autoregulation,genomic_integration,0.3333333333333333,176.59202834354434,0.3333333333333333,0.0,79.96746746746747,0.1963017494163201
pRha,RBS3,mCherry,T2,with_activator,low_copy_plasmid,0.3333333333333333,172.96097461268832,0.3333333333333333,0.0,80.58058058058059,0.17366780792414438
pRha,RBS4,YFP,T2,with_repressor,low_copy_plasmid,0.3333333333333333,160.5045670487161,0.3333333333333333,0.0,80.03003003003003,0.1685129444861154
pRha,RBS5,BFP,T1,with_activator,chromosomal_multi_copy,0.3333333333333333,175.55148240425126,0.3333333333333333,0.0,79.9924924924925,0.19875137682127042
pRha,RBS5,GFP,T2,toggle_switch,very_high_copy,0.3333333333333333,193.394100426783,0.3333333333333333,0.0,77.90290290290291,0.21692764851790036
pRha,RBS5,YFP,T5,toggle_switch,medium_copy_plasmid,0.3333333333333333,220.04898217903562,0.3333333333333333,0.0,78.94144144144144,0.21174023540009856
pRha,RBS6,LacZ,T2,with_repressor,genomic_integration,0.3333333333333333,184.98612280344298,0.3333333333333333,0.0,79.90490490490491,0.17682029125338128
pRha,RBS6,LacZ,T4,feedforward,very_low_copy,0.3333333333333333,175.76786722560732,0.3333333333333333,0.0,79.72972972972973,0.17246027049715384
pRha,RBS6,RFP,T4,OR_gate,low_copy_plasmid,0.3333333333333333,184.35545254969531,0.3333333333333333,0.0,80.94344344344344,0.1725559166652757
pRha,RBS7,CFP,T2,feedforward,high_copy_plasmid,0.3333333333333333,254.7396741074933,0.3333333333333333,0.0,80.11761761761763,0.17707546314563494
pRha,RBS7,GFP,T2,cascade,very_high_copy,0.3333333333333333,182.7204280005378,0.3333333333333333,0.0,79.34184184184184,0.2043852541675695
pRha,RBS7,LacZ,T2,with_activator,chromosomal_multi_copy,0.3333333333333333,168.69572538633247,0.3333333333333333,0.0,80.03003003003003,0.17809292803991736
pRha,RBS7,Venus,T2,cascade,chromosomal_multi_copy,0.3333333333333333,257.17041244483005,0.3333333333333333,0.0,81.03103103103103,0.17026337537738598
pRha,RBS7,mCherry,T5,feedforward,very_high_copy,0.3333333333333333,166.81454930505635,0.3333333333333333,0.0,80.98098098098099,0.17717110931375676
pRha,RBS7,mCherry,T6,feedforward,genomic_integration,0.3333333333333333,189.49147957757316,0.3333333333333333,0.0,78.41591591591592,0.20931871519665332
pRha,RBS8,CFP,T1,autoregulation,medium_copy_plasmid,0.3333333333333333,166.41338629715275,0.3333333333333333,0.0,80.31781781781781,0.15743648212976083
pRha,RBS8,LacZ,T5,NAND_gate,high_copy_plasmid,0.3333333333333333,177.14821201197125,0.3333333333333333,0.0,79.61711711711712,0.19276711815047054
pRha,RBS8,Venus,T6,NAND_gate,very_low_copy,0.3333333333333333,220.27712375426597,0.3333333333333333,0.0,80.63063063063063,0.16886376254649085
pT7,RBS1,GFP,T3,cascade,chromosomal_multi_copy,0.3333333333333333,173.16878811429274,0.3333333333333333,0.0,79.31681681681683,0.1991327416902222
pT7,RBS1,RFP,T4,NAND_gate,low_copy_plasmid,0.3333333333333333,215.42281265137126,0.3333333333333333,0.0,80.33033033033034,0.18363237902163024
pT7,RBS2,BFP,T1,NAND_gate,very_low_copy,0.3333333333333333,196.3827141328438,0.3333333333333333,0.0,79.65465465465466,0.18003465126743165
pT7,RBS2,GFP,T6,cascade,genomic_integration,0.3333333333333333,167.96117032474066,0.3333333333333333,0.0,79.17917917917919,0.18716579048394422
pT7,RBS2,RFP,T6,autoregulation,medium_copy_plasmid,0.3333333333333333,178.50446243947172,0.3333333333333333,0.0,80.26776776776778,0.17803105135510391
pT7,RBS2,Venus,T2,toggle_switch,genomic_integration,0.3333333333333333,221.01270932008586,0.3333333333333333,0.0,78.96646646646647,0.19333933861979125
pT7,RBS3,BFP,T6,with_activator,very_high_copy,0.3333333333333333,154.33616379251018,0.3333333333333333,0.0,80.26776776776778,0.18080016694419254
pT7,RBS4,CFP,T6,cascade,low_copy_plasmid,0.3333333333333333,189.77372548391156,0.3333333333333333,0.0,79.85485485485485,0.19508976951106183
pT7,RBS4,YFP,T3,autoregulation,very_low_copy,0.3333333333333333,200.83472036459534,0.3333333333333333,0.0,78.66616616616618,0.18901186754333663
pT7,RBS5,BFP,T6,simple,genomic_integration,0.3333333333333333,174.50852051413335,0.3333333333333333,0.0,80.3928928928929,0.18522528705996555
pT7,RBS5,GFP,T6,cascade,high_copy_plasmid,0.3333333333333333,270.08061107519546,0.3333333333333333,0.0,80.25525525525525,0.16574382889702674
pT7,RBS5,Venus,T2,cascade,very_high_copy,0.3333333333333333,168.54237459945543,0.3333333333333333,0.0,79.85485485485485,0.16443742262718225
pT7,RBS5,YFP,T2,with_activator,medium_copy_plasmid,0.3333333333333333,180.77264733802417,0.3333333333333333,0.0,79.76726726726727,0.18344108668538658
pT7,RBS5,mCherry,T6,OR_gate,very_high_copy,0.3333333333333333,167.63375921697858,0.3333333333333333,0.0,80.38038038038037,0.17220509860490021
pT7,RBS6,GFP,T2,OR_gate,low_copy_plasmid,0.3333333333333333,167.5319048464921,0.3333333333333333,0.0,79.54204204204204,0.18640027480718327
pT7,RBS6,GFP,T2,OR_gate,medium_copy_plasmid,0.3333333333333333,180.31007568972714,0.3333333333333333,0.0,79.87987987987988,0.1804167992040443
pT7,RBS6,RFP,T4,autoregulation,chromosomal_multi_copy,0.3333333333333333,173.20862326780275,0.3333333333333333,0.0,79.05405405405405,0.1953449414033155
pT7,RBS7,Venus,T5,cascade,genomic_integration,0.3333333333333333,194.2115593423537,0.3333333333333333,0.0,78.59109109109109,0.20107446491773642
pT7,RBS8,BFP,T4,feedforward,medium_copy_plasmid,0.3333333333333333,209.5928906806686,0.3333333333333333,0.0,79.32932932932933,0.19461319520986298
pT7,RBS8,YFP,T3,simple,very_high_copy,0.3333333333333333,172.81670013335565,0.3333333333333333,0.0,79.81731731731732,0.17994022490284542
pTac,RBS1,CFP,T4,with_activator,medium_copy_plasmid,0.3333333333333333,217.17432872684594,0.3333333333333333,0.0,80.63063063063063,0.1541895724359377
pTac,RBS1,YFP,T2,cascade,medium_copy_plasmid,0.3333333333333333,246.47170513072874,0.3333333333333333,0.0,79.55455455455456,0.18538280991290082
pTac,RBS2,CFP,T2,autoregulation,chromosomal_multi_copy,0.3333333333333333,180.14898306440202,0.3333333333333333,0.0,79.70470470470471,0.16794072401679463
pTac,RBS2,mCherry,T2,feedforward,very_high_copy,0.3333333333333333,185.78176722082233,0.3333333333333333,0.0,79.6921921921922,0.19649182194902817
pTac,RBS3,LacZ,T1,toggle_switch,chromosomal_multi_copy,0.3333333333333333,214.77653189623223,0.3333333333333333,0.0,79.30430430430431,0.19728544482729415
pTac,RBS4,BFP,T3,AND_gate,chromosomal_multi_copy,0.3333333333333333,198.31627480069838,0.3333333333333333,0.0,79.6046046046046,0.19184407962077432
pTac,RBS4,CFP,T5,autoregulation,genomic_integration,0.3333333333333333,183.13111309037743,0.3333333333333333,0.0,79.91741741741741,0.1725559166652757
pTac,RBS4,mCherry,T3,with_repressor,very_low_copy,0.3333333333333333,237.1610769730473,0.3333333333333333,0.0,78.15315315315316,0.2154311697153478
pTac,RBS5,BFP,T6,simple,high_copy_plasmid,0.3333333333333333,201.07919504540544,0.3333333333333333,0.0,78.76626626626627,0.22007891204360164
pTac,RBS5,CFP,T3,AND_gate,very_high_copy,0.3333333333333333,167.63268960807588,0.3333333333333333,0.0,80.15515515515516,0.17799850167533113
pTac,RBS5,GFP,T2,NAND_gate,chromosomal_multi_copy,0.3333333333333333,175.08100813278392,0.3333333333333333,0.0,79.5920920920921,0.18363237902163024
pTac,RBS5,GFP,T2,with_activator,very_low_copy,0.3333333333333333,171.72398852218643,0.3333333333333333,0.0,80.18018018018019,0.17210945243677836
pTac,RBS6,BFP,T5,feedforward,medium_copy_plasmid,0.3333333333333333,209.02900981965328,0.3333333333333333,0.0,79.65465465465466,0.17958940684246993
pTac,RBS6,LacZ,T4,with_repressor,high_copy_plasmid,0.3333333333333333,190.66037395513763,0.3333333333333333,0.0,80.34284284284284,0.17341585870662288
pTac,RBS6,RFP,T3,autoregulation,low_copy_plasmid,0.3333333333333333,238.84936777998837,0.3333333333333333,0.0,78.56606606606607,0.21364818914430442
pTac,RBS6,RFP,T3,feedforward,chromosomal_multi_copy,0.3333333333333333,193.60633752620888,0.3333333333333333,0.0,80.01751751751752,0.18159500962599415
pTac,RBS6,RFP,T4,autoregulation,high_copy_plasmid,0.3333333333333333,203.38530712142767,0.3333333333333333,0.0,79.92992992992994,0.17809414784345298
pTac,RBS6,YFP,T4,feedforward,very_high_copy,0.3333333333333333,213.2145391247575,0.3333333333333333,0.0,79.42942942942943,0.1758016065555632
pTac,RBS6,YFP,T6,OR_gate,high_copy_plasmid,0.3333333333333333,192.63145337476112,0.3333333333333333,0.0,79.72972972972973,0.17150224268061365
pTac,RBS6,mCherry,T3,toggle_switch,medium_copy_plasmid,0.3333333333333333,179.99926422287703,0.3333333333333333,0.0,80.45545545545546,0.17532503225436435
pTac,RBS6,mCherry,T6,NAND_gate,chromosomal_multi_copy,0.3333333333333333,219.11091091082702,0.3333333333333333,0.0,79.94244244244244,0.17799850167533116
pTac,RBS7,GFP,T1,with_repressor,chromosomal_multi_copy,0.20833333333333334,27.92456439522989,0.08333333333333333,0.125,30.73073073073073,0.1777433297830775
pTac,RBS7,GFP,T4,NAND_gate,low_copy_plasmid,0.3333333333333333,195.1475079375208,0.3333333333333333,0.0,79.39189189189189,0.21912454363766823
pTac,RBS7,Venus,T1,NAND_gate,high_copy_plasmid,0.3333333333333333,222.30426280763047,0.3333333333333333,0.0,77.95295295295296,0.22978709144529827
